symbol,company_name,classification,recommended_action,fp_risk_rationale,english_word_match,prod_observed_fp,validated_against_master
MAMATA,Mamata Machinery Limited,symbol_stoplist,drop_bare_symbol_alias,Common Indian proper noun matching politician Mamata Banerjee (West Bengal Chief Minister),N,Y,Y
MANAKALUCO,Manaksia Aluminium Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANAKCOAT,Manaksia Coated Metals & Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANAKSIA,Manaksia Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANAKSTEEL,Manaksia Steels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANALIPETC,Manali Petrochemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANAPPURAM,Manappuram Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANBA,Manba Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANCREDIT,Mangal Credit and Fincorp Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANGALAM,Mangalam Drugs And Organics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANGLMCEM,Mangalam Cement Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANINDS,Man Industries (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANINFRA,Man Infraconstruction Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANKIND,Mankind Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANOMAY,Manomay Tex India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANORAMA,Manorama Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANORG,Mangalam Organics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANUGRAPH,Manugraph India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MANYAVAR,Vedant Fashions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MAPMYINDIA,C.E. Info Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MARALOVER,Maral Overseas Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MARATHON,Marathon Nextgen Realty Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'marathon' triggers matches for corporate events; hackathons; or legal marathons,N,Y,Y
MARICO,Marico Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MARINE,Marine Electricals (India) Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'marine' triggers case-insensitive false matches in news,Y,N,Y
MARKOLINES,Markolines Pavement Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MARKSANS,Marksans Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MARSONS,Marsons Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MARUTI,Maruti Suzuki India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MASFIN,MAS Financial Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MASKINVEST,Mask Investments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MASTEK,Mastek Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MASTERTR,Master Trust Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MATRIMONY,Matrimony.Com Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MAWANASUG,Mawana Sugars Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MAXESTATES,Max Estates Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MAXHEALTH,Max Healthcare Institute Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MAXIND,Max India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MAYURUNIQ,Mayur Uniquoters Ltd,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MAZDA,Mazda Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'mazda' triggers case-insensitive false matches in news,N,N,Y
MAZDOCK,Mazagon Dock Shipbuilders Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MBAPL,Madhya Bharat Agro Products Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MBEL,M & B Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MBLINFRA,MBL Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MCCHRLS-B,Mac Charles India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MCL,Madhav Copper Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MCLEODRUSS,Mcleod Russel India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MCLOUD,Magellanic Cloud Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MCX,Multi Commodity Exchange of India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEDANTA,Global Health Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEDIASSIST,Medi Assist Healthcare Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEDICAMEQ,Medicamen Biotech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEDICO,Medico Remedies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEDPLUS,Medplus Health Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEESHO,Meesho Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEGASTAR,Megastar Foods Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEIL,Mangal Electrical Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MENNPIS,Menon Pistons Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MENONBE,Menon Bearings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MEP,MEP Infrastructure Developers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MERCANTILE,Mercantile Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
METROBRAND,Metro Brands Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
METROGLOBL,Metroglobal Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
METROPOLIS,Metropolis Healthcare Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MFML,Mahalaxmi Fabric Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MFSL,Max Financial Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MGEL,Mangalam Global Enterprise Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MGL,Mahanagar Gas Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MHLXMIRU,Mahalaxmi Rubtech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MHRIL,Mahindra Holidays & Resorts India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MICEL,MIC Electronics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MIDHANI,Mishra Dhatu Nigam Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MIDWESTLTD,Midwest Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'midwestltd' triggers case-insensitive false matches in news,N,N,Y
MINDACORP,Minda Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MINDTECK,Mindteck (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MIRCELECTR,MIRC Electronics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MIRZAINT,Mirza International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MITCON,MITCON Consultancy & Engineering Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MITTAL,Mittal Life Style Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MKPL,M K Proteins Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MMFL,MM Forgings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MMP,MMP Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MMTC,MMTC Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MMWL,Media Matrix Worldwide Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOBIKWIK,One Mobikwik Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MODINATUR,Modi Naturals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MODIRUBBER,Modi Rubber Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MODIS,Modis Navnirman Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MODISONLTD,MODISON LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MODTHREAD,Modern Threads (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOHITIND,Mohit Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOIL,MOIL Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOKSH,Moksh Ornaments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOL,Meghmani Organics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOLDTECH,Mold-Tek Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOLDTKPAC,Mold-Tek Packaging Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MONARCH,Monarch Networth Capital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MONEYBOXX,Moneyboxx Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MONTECARLO,Monte Carlo Fashions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MORARJEE,Morarjee Textiles Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOREPENLAB,Morepen Laboratories Limited,alias_drop,drop_alias:More,Common English word 'more' would trigger massive false positives if registered as bare alias,N,N,Y
MOSCHIP,Moschip Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOTHERSON,Samvardhana Motherson International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOTILALOFS,Motilal Oswal Financial Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOTISONS,Motisons Jewellers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MOTOGENFIN,The Motor & General Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MPHASIS,MphasiS Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MPSLTD,MPS Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MRF,MRF Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MRPL,Mangalore Refinery and Petrochemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MSPL,MSP Steel & Power Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MSTCLTD,Mstc Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MSUMI,Motherson Sumi Wiring India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MTARTECH,Mtar Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MTEDUCARE,MT Educare Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MTNL,Mahanagar Telephone Nigam Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUFIN,Mufin Green Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUFTI,Credo Brands Marketing Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUKANDLTD,Mukand Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUKKA,Mukka Proteins Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUKTAARTS,Mukta Arts Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUNJALAU,Munjal Auto Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUNJALSHOW,Munjal Showa Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MURUDCERA,Murudeshwar Ceramics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUTHOOTCAP,Muthoot Capital Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUTHOOTFIN,Muthoot Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MUTHOOTMF,Muthoot Microfin Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
MWL,Mangalam Worldwide Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NACLIND,NACL Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAGREEKEXP,Nagreeka Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAHARCAP,Nahar Capital and Financial Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAHARINDUS,Nahar Industrial Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAHARPOLY,Nahar Poly Films Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAHARSPING,Nahar Spinning Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAM-INDIA,Nippon Life India Asset Management Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NARMADA,Narmada Agrobase Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NATCAPSUQ,Natural Capsules Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NATCOPHARM,Natco Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NATHBIOGEN,Nath Bio-Genes (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NATIONALUM,National Aluminium Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NATIONSTD,National Standard (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAUKRI,Info Edge (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAVA,NAVA LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAVINFLUOR,Navin Fluorine International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAVKARCORP,Navkar Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAVKARURB,Navkar Urbanstructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAVNETEDUL,Navneet Education Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NAZARA,Nazara Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NBCC,NBCC (India) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NBIFIN,N. B. I. Industrial Finance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NCC,NCC Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NCLIND,NCL Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NDGL,Naga Dhunseri Group Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NDL,Nandan Denim Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NDLVENTURE,NDL Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NDRAUTO,Ndr Auto Components Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NDTV,New Delhi Television Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NEAGI,Neelamalai Agro Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NECCLTD,North Eastern Carrying Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NECLIFE,Nectar Lifesciences Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NELCAST,Nelcast Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NELCO,NELCO Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NEOGEN,Neogen Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NEPHROPLUS,Nephrocare Health Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NESCO,Nesco Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NESTLEIND,Nestle India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NETWEB,Netweb Technologies India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NETWORK18,Network18 Media & Investments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NEUEON,Neueon Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NEULANDLAB,Neuland Laboratories Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NEWGEN,Newgen Software Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NEXTMEDIA,Next Mediaworks Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NFL,National Fertilizers Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'nfl' triggers case-insensitive false matches in news,N,N,Y
NGIL,Nakoda Group of Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NGLFINE,NGL Fine-Chem Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NH,Narayana Hrudayalaya Ltd.,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NHPC,NHPC Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIACL,The New India Assurance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIBE,NIBE Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIBL,NRB Industrial Bearings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIITLTD,NIIT Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIITMTS,NIIT Learning Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NILAINFRA,Nila Infrastructures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NILASPACES,Nila Spaces Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NILE,Nile Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NILKAMAL,Nilkamal Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIMBSPROJ,Nimbus Projects Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NINSYS,NINtec Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIPPOBATRY,Indo-National Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIRAJ,Niraj Cement Structurals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIRAJISPAT,Niraj Ispat Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIRLON,Nirlon Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NITCO,Nitco Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NITINSPIN,Nitin Spinners Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NITIRAJ,Nitiraj Engineers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NITTAGELA,Nitta Gelatin India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NIVABUPA,Niva Bupa Health Insurance Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NKIND,NK Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NLCINDIA,NLC India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NMDC,NMDC Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NOCIL,NOCIL Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NOIDATOLL,Noida Toll Bridge Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NORBTEAEXP,Norben Tea & Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NORTHARC,Northern Arc Capital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NOVAAGRI,Nova Agritech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NOVARTIND,Novartis India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NPST,Network People Services Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NRAIL,N R Agarwal Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NRBBEARING,NRB Bearing Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NRL,Nupur Recyclers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NSIL,Nalwa Sons Investments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NSLNISP,NMDC Steel Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NTPC,NTPC Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NTPCGREEN,NTPC Green Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NUCLEUS,Nucleus Software Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NURECA,Nureca Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NUVAMA,Nuvama Wealth Management Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NUVOCO,Nuvoco Vistas Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
NYKAA,FSN E-Commerce Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OAL,Oriental Aromatics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OBCL,Orissa Bengal Carrier Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OBEROIRLTY,Oberoi Realty Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OCCLLTD,OCCL Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ODIGMA,Odigma Consultancy Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OFSS,Oracle Financial Services Software Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OIL,Oil India Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'oil' triggers case-insensitive false matches in news,N,N,Y
OILCOUNTUB,Oil Country Tubular Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OLAELEC,Ola Electric Mobility Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OLECTRA,Olectra Greentech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OMAXAUTO,Omax Autos Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OMAXE,Omaxe Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OMFREIGHT,Om Freight Forwarders Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OMINFRAL,OM INFRA LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OMNI,Omnitech Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OMPOWER,Om Power Transmission Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ONELIFECAP,Onelife Capital Advisors Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ONEPOINT,One Point One Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ONESOURCE,Onesource Specialty Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ONGC,Oil & Natural Gas Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ONMOBILE,OnMobile Global Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ONWARDTEC,Onward Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OPTIEMUS,Optiemus Infracom Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORBTEXP,Orbit Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORCHASP,Orchasp Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORCHPHARMA,Orchid Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORICONENT,Oricon Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTALTL,Oriental Trimex Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTBELL,Orient Bell Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTCEM,Orient Cement Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTCER,ORIENT CERATECH LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTELEC,Orient Electric Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTHOT,Oriental Hotels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTLTD,Orient Press Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTPPR,Orient Paper & Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORIENTTECH,Orient Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORISSAMINE,The Orissa Minerals Development Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORKLAINDIA,Orkla India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORTEL,Ortel Communications Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
ORTINGLOBE,ORTIN GLOBAL LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OSIAHYPER,Osia Hyper Retail Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OSWALAGRO,Oswal Agro Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OSWALGREEN,Oswal Greentech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
OSWALPUMPS,Oswal Pumps Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
